2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
22,22,Northwestern University,United States of America,88.2,15,60.7,51+,87.5,51+,90.1,24=,,,85.8
23,36,Shanghai Jiao Tong University,China (Mainland),82.8,26,68.2,51+,85.4,51+,96.0,6,,,85.3
24,=45,Tsinghua University,China (Mainland),91.5,8,87.3,18,87.5,51+,71.3,51+,,,85.0
25,=23,University of Michigan-Ann Arbor,United States of America,83.6,22,65.9,51+,86.3,51+,91.8,19,,,84.6
=26,18,King's College London,United Kingdom,75.3,51+,95.6,5,88.4,44=,89.4,28,,,84.1
=26,28,The University of Tokyo,Japan,89.5,13,87.5,17,80.2,51+,77.8,51+,,,84.1
28,51-100,University of Southern California,United States of America,90.0,10=,64.4,51+,86.0,51+,80.3,51+,,,84.0
29,31,The University of Manchester,United Kingdom,85.2,20,73.5,51+,88.9,34=,80.8,51+,,,83.9
=30,12,The University of Melbourne,Australia,74.5,51+,84.0,26,88.1,51+,93.7,9=,,,83.7
=30,=19,The University of Western Australia,Australia,81.1,34=,72.4,51+,90.3,15,85.6,51+,,,83.7
32,17,Monash University,Australia,78.9,39,76.9,44,86.7,51+,90.4,23,,,83.5
33,=19,The University of Edinburgh,United Kingdom,77.1,44,81.7,34,90.1,20=,87.5,38=,,,83.4
34,=23,New York University (NYU),United States of America,81.7,33,70.2,51+,87.0,51+,82.2,51+,,,82.0
35,30,University of Otago,New Zealand,81.1,34=,85.7,20=,84.4,51+,78.3,51+,,,81.7
36,42,University of Birmingham,United Kingdom,81.9,32,67.1,51+,84.1,51+,84.4,51+,,,81.6
37,51-100,University of Leeds,United Kingdom,82.0,31,63.1,51+,90.2,16=,78.8,51+,,,81.4
38,51-100,Fudan University,China (Mainland),73.7,51+,73.6,51+,85.1,51+,92.1,17=,,,81.1
=39,29,Sorbonne University,France,79.0,38,77.5,42,86.2,51+,80.3,51+,,,81.0
=39,51-100,The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",80.0,37,84.2,25,86.1,51+,76.2,51+,,,81.0
41,51-100,University of Alberta,Canada,78.5,40=,48.5,51+,87.6,51+,88.3,34=,,,80.2
42,=48,The University of Adelaide,Australia,76.6,46,74.7,50,86.2,51+,81.7,51+,,,80.1
43,39,Kyoto University,Japan,83.4,23=,68.2,51+,82.9,51+,75.0,51+,,,79.7
44,37,Ludwig-Maximilians-Universität München,Germany,76.2,49,57.1,51+,87.7,51+,86.0,49=,,,79.6
45,=48,"University of California, San Francisco (UCSF)",United States of America,72.7,51+,58.5,51+,88.3,48=,90.1,24=,,,79.5
46,101-150,The University of Texas Southwestern Medical Center at Dallas,United States of America,66.3,51+,63.9,51+,93.0,4,93.0,14=,,,79.4
47,34,University of Calgary,Canada,75.9,50,72.0,51+,82.8,51+,83.9,51+,,,79.2
=48,=40,The University of Queensland,Australia,69.8,51+,80.0,40,84.4,51+,87.2,40=,,,78.8
=48,51-100,"University of North Carolina, Chapel Hill",United States of America,75.6,51+,71.3,51+,85.8,51+,79.8,51+,,,78.8
50,=48,The University of Hong Kong,"Hong Kong SAR, China",82.1,30,82.3,33,80.8,51+,69.3,51+,,,78.6
51-100,51-100,Albert-Ludwigs-Universitaet Freiburg,Germany,62.4,51+,59.5,51+,90.0,23=,80.3,51+,,,
51-100,51-100,Baylor College of Medicine,United States of America,56.8,51+,77.1,43,90.0,23=,83.9,51+,,,
51-100,51-100,Boston University,United States of America,69.4,51+,70.6,51+,90.1,20=,80.8,51+,,,
51-100,101-150,Case Western Reserve University,United States of America,70.2,51+,38.0,51+,87.0,51+,79.3,51+,,,
51-100,51-100,Emory University,United States of America,64.6,51+,59.6,51+,88.5,41=,85.2,51+,,,
51-100,,Erasmus University Rotterdam,Netherlands,65.5,51+,60.4,51+,87.8,51+,76.7,51+,,,
51-100,51-100,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,73.4,51+,70.6,51+,87.4,51+,75.0,51+,,,
51-100,51-100,Huazhong University of Science and Technology,China (Mainland),60.9,51+,58.6,51+,90.6,13=,87.9,36=,,,
51-100,51-100,KU Leuven,Belgium,70.6,51+,59.6,51+,85.3,51+,86.4,46=,,,
51-100,51-100,Loughborough University,United Kingdom,82.6,27,81.5,35,76.1,51+,63.9,51+,,,
51-100,101-150,Maastricht University,Netherlands,64.8,51+,60.8,51+,86.5,51+,87.2,40=,,,
51-100,101-150,Mashhad University of Medical Sciences,Iran (Islamic Republic of),63.4,51+,48.4,51+,100.0,1,79.8,51+,,,
51-100,44,McMaster University,Canada,71.1,51+,56.5,51+,85.7,51+,88.7,32=,,,
51-100,51-100,National Taiwan University (NTU),Taiwan,72.8,51+,88.1,16,82.4,51+,72.6,51+,,,
51-100,51-100,Newcastle University,United Kingdom,70.1,51+,71.4,51+,84.0,51+,73.2,51+,,,
51-100,51-100,Pennsylvania State University,United States of America,74.0,51+,64.7,51+,83.0,51+,77.3,51+,,,
51-100,51-100,Sapienza University of Rome,Italy,66.9,51+,71.9,51+,84.7,51+,76.2,51+,,,
51-100,101-150,Sun Yat-sen University,China (Mainland),61.3,51+,61.6,51+,85.6,51+,89.0,29=,,,
51-100,51-100,Technical University of Munich,Germany,65.8,51+,56.9,51+,90.9,11,84.8,51+,,,
51-100,51-100,The Australian National University,Australia,65.8,51+,85.6,22,90.2,16=,71.3,51+,,,
51-100,=45,The University of Auckland,New Zealand,69.3,51+,83.4,29,81.1,51+,81.3,51+,,,
51-100,51-100,The University of Exeter,United Kingdom,70.5,51+,70.9,51+,86.1,51+,73.2,51+,,,
51-100,=40,The University of New South Wales (UNSW Sydney),Australia,61.4,51+,80.7,39,91.3,10,88.7,32=,,,
51-100,51-100,The University of Sheffield,United Kingdom,69.8,51+,76.4,47,88.4,44=,73.2,51+,,,
51-100,51-100,Tohoku University,Japan,72.6,51+,58.5,51+,83.4,51+,71.3,51+,,,
51-100,101-150,Tongji University,China (Mainland),61.8,51+,61.9,51+,86.2,51+,83.9,51+,,,
51-100,101-150,Universidad Autónoma de Madrid,Spain,74.0,51+,57.6,51+,81.1,51+,71.3,51+,,,
51-100,47,Universidad Nacional Autónoma de México (UNAM),Mexico,74.7,51+,88.9,13=,79.0,51+,72.0,51+,,,
51-100,51-100,Universidade de São Paulo,Brazil,69.8,51+,76.2,48,77.1,51+,85.6,51+,,,
51-100,51-100,Università di Padova,Italy,70.5,51+,49.8,51+,88.3,48=,89.0,29=,,,
51-100,51-100,Universitat de Barcelona,Spain,70.5,51+,59.5,51+,82.2,51+,75.6,51+,,,
51-100,51-100,University College Dublin,Ireland,70.1,51+,68.5,51+,85.5,51+,68.6,51+,,,
51-100,,University of Amsterdam,Netherlands,66.7,51+,64.9,51+,87.3,51+,86.8,44=,,,
51-100,51-100,University of Basel,Switzerland,72.8,51+,52.6,51+,89.8,25=,75.6,51+,,,
51-100,51-100,University of Bristol,United Kingdom,80.1,36,72.3,51+,81.1,51+,72.6,51+,,,
51-100,51-100,"University of California, Davis",United States of America,69.2,51+,47.4,51+,85.5,51+,86.8,44=,,,
51-100,101-150,"University of California, Irvine",United States of America,71.5,51+,57.1,51+,83.3,51+,73.2,51+,,,
51-100,33,University of Florida,United States of America,71.2,51+,46.8,51+,86.2,51+,89.7,26=,,,
51-100,51-100,University of Geneva,Switzerland,78.5,40=,45.0,51+,88.8,36=,76.7,51+,,,
51-100,51-100,University of Groningen,Netherlands,60.4,51+,55.9,51+,92.1,6,85.2,51+,,,
51-100,51-100,University of Iowa,United States of America,66.6,51+,73.8,51+,87.7,51+,82.6,51+,,,
51-100,51-100,University of Liverpool,United Kingdom,76.4,47,62.9,51+,87.3,51+,72.6,51+,,,
51-100,51-100,University of Nottingham,United Kingdom,66.5,51+,62.8,51+,87.2,51+,82.6,51+,,,
51-100,38,University of Oslo,Norway,65.0,51+,61.7,51+,88.7,38=,79.8,51+,,,
51-100,51-100,University of Ottawa,Canada,72.3,51+,47.4,51+,85.0,51+,83.9,51+,,,
51-100,51-100,University of Utah,United States of America,58.7,51+,62.3,51+,85.8,51+,89.0,29=,,,
51-100,32,University of Washington,United States of America,65.2,51+,62.7,51+,88.9,34=,93.4,11=,,,
51-100,51-100,Vanderbilt University,United States of America,67.9,51+,63.5,51+,86.8,51+,89.7,26=,,,
51-100,51-100,Western University,Canada,68.5,51+,90.8,11,80.7,51+,77.3,51+,,,
51-100,,Yonsei University,Republic of Korea,75.4,51+,71.9,51+,80.2,51+,68.6,51+,,,
101-170,101-150,Aarhus University,Denmark,55.3,51+,63.2,51+,85.6,51+,84.4,51+,,,
101-170,,Aix-Marseille University,France,61.2,51+,44.5,51+,86.6,51+,78.3,51+,,,
101-170,51-100,Alma Mater Studiorum - University of Bologna,Italy,55.6,51+,65.5,51+,82.1,51+,75.6,51+,,,
101-170,,Cairo University,Egypt,60.2,51+,83.7,28,76.5,51+,65.6,51+,,,
101-170,,Cardiff University,United Kingdom,68.5,51+,76.6,46,77.4,51+,65.6,51+,,,
101-170,,Chang Gung University,Taiwan,61.8,51+,73.3,51+,74.9,51+,68.6,51+,,,
101-170,,China Medical University Taichung,Taiwan,49.1,51+,76.7,45,89.6,29,76.7,51+,,,
101-170,101-150,Eberhard Karls Universität Tübingen,Germany,51.2,51+,53.3,51+,84.9,51+,81.3,51+,,,
101-170,101-150,Edith Cowan University,Australia,71.2,51+,57.7,51+,76.4,51+,67.1,51+,,,
101-170,101-150,Freie Universitaet Berlin,Germany,60.2,51+,58.0,51+,86.9,51+,74.4,51+,,,
101-170,,Hokkaido University,Japan,69.4,51+,57.2,51+,76.6,51+,65.6,51+,,,
101-170,51-100,Icahn School of Medicine at Mount Sinai,United States of America,68.0,51+,0.0,51+,90.2,16=,87.2,40=,,,
101-170,,Jilin University,China (Mainland),60.4,51+,50.6,51+,83.8,51+,77.3,51+,,,
101-170,,Keio University,Japan,74.4,51+,54.5,51+,77.3,51+,63.9,51+,,,
101-170,101-150,King Saud University,Saudi Arabia,58.5,51+,69.7,51+,89.8,25=,76.2,51+,,,
101-170,101-150,Kobe University,Japan,77.6,43,49.3,51+,77.1,51+,65.6,51+,,,
101-170,,Korea University,Republic of Korea,63.0,51+,69.4,51+,78.2,51+,64.8,51+,,,
101-170,,Kyushu University,Japan,74.0,51+,52.1,51+,79.2,51+,65.6,51+,,,
101-170,101-150,Leiden University,Netherlands,54.6,51+,54.4,51+,87.5,51+,76.2,51+,,,
101-170,101-150,Liverpool John Moores University,United Kingdom,67.0,51+,57.3,51+,77.0,51+,69.3,51+,,,
101-170,101-150,Lund University,Sweden,64.6,51+,53.9,51+,80.2,51+,73.2,51+,,,
101-170,101-150,Mayo Medical School,United States of America,78.4,42,36.8,51+,75.2,51+,63.9,51+,,,
101-170,,Michigan State University,United States of America,60.6,51+,74.3,51+,84.0,51+,79.3,51+,,,
101-170,101-150,Nagoya University,Japan,74.6,51+,50.7,51+,79.1,51+,73.8,51+,,,
101-170,,National Cheng Kung University (NCKU),Taiwan,74.1,51+,83.1,30,65.3,51+,58.4,51+,,,
101-170,,National Yang Ming Chiao Tung University,Taiwan,52.7,51+,81.4,36,81.5,51+,72.0,51+,,,
101-170,,Oregon Health & Science University (OHSU),United States of America,64.0,51+,0.0,51+,88.8,36=,80.3,51+,,,
101-170,101-150,Pontificia Universidad Católica de Chile (UC),Chile,63.4,51+,81.1,38,75.2,51+,67.1,51+,,,
101-170,101-150,Queen's University at Kingston,Canada,63.7,51+,74.8,49,83.6,51+,72.6,51+,,,
101-170,,Sichuan University,China (Mainland),52.6,51+,57.9,51+,83.3,51+,78.8,51+,,,
101-170,,Sungkyunkwan University (SKKU),Republic of Korea,73.4,51+,74.3,51+,80.4,51+,58.4,51+,,,
101-170,,Taipei Medical University (TMU),Taiwan,59.4,51+,69.7,51+,80.8,51+,70.7,51+,,,
101-170,51-100,Tehran University of Medical Sciences,Iran (Islamic Republic of),61.3,51+,33.5,51+,90.2,16=,80.8,51+,,,
101-170,,Temple University,United States of America,54.7,51+,34.0,51+,91.6,8,77.8,51+,,,
101-170,51-100,The Ohio State University,United States of America,52.9,51+,61.4,51+,87.6,51+,86.0,49=,,,
101-170,101-150,The University of Arizona,United States of America,57.2,51+,59.1,51+,88.6,40,80.3,51+,,,
101-170,,"Trinity College Dublin, The University of Dublin",Ireland,60.9,51+,73.7,51+,82.1,51+,70.0,51+,,,
101-170,,Tufts University,United States of America,65.7,51+,59.1,51+,86.8,51+,70.7,51+,,,
101-170,,UNESP,Brazil,67.0,51+,61.8,51+,71.3,51+,70.7,51+,,,
101-170,101-150,Universidad de Buenos Aires (UBA),Argentina,66.9,51+,89.9,12,75.0,51+,64.8,51+,,,
101-170,51-100,Universidad de Chile,Chile,64.7,51+,74.6,51+,79.1,51+,70.7,51+,,,
101-170,101-150,Universidade Estadual de Campinas (Unicamp),Brazil,64.9,51+,92.7,9,78.5,51+,73.2,51+,,,
101-170,101-150,Universidade Federal do Rio de Janeiro,Brazil,68.4,51+,84.9,24,76.9,51+,71.3,51+,,,
101-170,51-100,Universität Hamburg,Germany,62.0,51+,45.6,51+,87.9,51+,80.3,51+,,,
101-170,101-150,Université catholique de Louvain (UCLouvain),Belgium,69.1,51+,60.8,51+,84.8,51+,70.0,51+,,,
101-170,,Université de Montpellier,France,64.2,51+,42.9,51+,83.1,51+,79.3,51+,,,
101-170,51-100,Université de Montréal,Canada,58.4,51+,63.7,51+,84.2,51+,83.9,51+,,,
101-170,101-150,Université Laval,Canada,52.5,51+,49.4,51+,89.4,30=,80.3,51+,,,
101-170,101-150,Université Paris-Saclay,France,56.7,51+,59.5,51+,90.1,20=,84.4,51+,,,
101-170,,Université PSL,France,66.5,51+,59.5,51+,86.8,51+,73.8,51+,,,
101-170,101-150,University College Cork,Ireland,66.7,51+,51.6,51+,87.9,51+,67.9,51+,,,
101-170,,University of Cape Town,South Africa,76.3,48,61.8,51+,73.0,51+,59.4,51+,,,
101-170,101-150,University of Cologne,Germany,59.5,51+,52.0,51+,86.1,51+,80.8,51+,,,
101-170,51-100,University of Colorado Boulder,United States of America,65.8,51+,57.1,51+,85.0,51+,73.8,51+,,,
101-170,,University of Dundee,United Kingdom,67.3,51+,68.6,51+,81.7,51+,69.3,51+,,,
101-170,101-150,University of Gothenburg,Sweden,54.4,51+,49.0,51+,88.4,44=,83.5,51+,,,
101-170,,University of Göttingen,Germany,58.4,51+,40.8,51+,86.8,51+,79.3,51+,,,
101-170,,University of Guelph,Canada,63.7,51+,38.9,51+,80.5,51+,73.8,51+,,,
101-170,101-150,University of Illinois at Urbana-Champaign,United States of America,67.8,51+,39.0,51+,83.4,51+,73.2,51+,,,
101-170,101-150,University of Lausanne,Switzerland,58.8,51+,43.2,51+,85.3,51+,80.3,51+,,,
101-170,101-150,University of Manitoba,Canada,67.6,51+,55.7,51+,78.5,51+,70.0,51+,,,
101-170,,University of Massachusetts Amherst,United States of America,62.2,51+,70.5,51+,81.1,51+,68.6,51+,,,
101-170,101-150,University of Minnesota Twin Cities,United States of America,53.1,51+,58.2,51+,87.2,51+,88.3,34=,,,
101-170,101-150,"University of Missouri, Columbia",United States of America,56.4,51+,64.4,51+,85.1,51+,81.7,51+,,,
101-170,,University of Oregon,United States of America,67.0,51+,83.8,27,70.3,51+,58.4,51+,,,
101-170,,University of Tasmania,Australia,59.4,51+,37.1,51+,88.2,51+,72.6,51+,,,
101-170,51-100,University of Tsukuba,Japan,75.3,51+,40.3,51+,75.1,51+,70.0,51+,,,
101-170,,University of Virginia,United States of America,57.7,51+,48.5,51+,85.6,51+,78.8,51+,,,
101-170,51-100,University of Wisconsin-Madison,United States of America,61.5,51+,50.3,51+,86.7,51+,84.8,51+,,,
101-170,=48,University of Zurich,Switzerland,62.5,51+,52.5,51+,85.3,51+,86.4,46=,,,
101-170,101-150,Uppsala University,Sweden,54.0,51+,64.1,51+,89.0,33,83.5,51+,,,
101-170,,Westfälische Wilhelms-Universität Münster,Germany,53.8,51+,53.3,51+,88.5,41=,78.3,51+,,,
