2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
1,1,University of Cambridge,United Kingdom,100.0,1,97.1,3,87.1,20=,95.7,2=,,,98.0
2,2,University of Oxford,United Kingdom,98.2,3,97.9,2,86.8,24,95.7,2=,,,96.8
3,3,UCL,United Kingdom,99.1,2,83.2,26,88.0,13,100.0,1,,,96.5
4,=5,Leiden University,Netherlands,94.1,4,84.7,21,80.1,51+,79.7,30=,,,90.3
5,13,Peking University,China (Mainland),92.5,5,90.8,7=,84.3,41,74.2,51+,,,89.7
6,=5,Durham University,United Kingdom,91.9,6,72.1,51+,86.1,29,89.4,6,,,89.1
7,4,Harvard University,United States of America,90.2,9,100.0,1,81.4,51+,76.2,51+,,,88.9
8,7,Stanford University,United States of America,88.9,11=,92.1,5,87.3,19,78.0,39=,,,88.0
9,9,"University of California, Berkeley (UCB)",United States of America,91.4,7,79.0,45,80.9,51+,78.0,39=,,,87.8
10,8,The Australian National University,Australia,88.1,13,85.4,18,81.9,51+,79.7,30=,,,86.4
11,10,Sapienza University of Rome,Italy,89.4,10,81.1,36,74.0,51+,79.7,30=,,,86.1
12,12,Eberhard Karls Universität Tübingen,Germany,87.4,14,80.0,40,82.6,51+,84.3,11=,,,85.9
13,24,The University of Tokyo,Japan,91.3,8,79.8,41,77.0,51+,61.8,51+,,,85.8
14,11,"University of California, Los Angeles (UCLA)",United States of America,87.0,15,90.1,10,81.1,51+,72.1,51+,,,85.2
15,14,Université Paris 1 Panthéon-Sorbonne,France,86.1,16,83.3,25,72.9,51+,79.7,30=,,,83.9
16,=15,Arizona State University,United States of America,84.6,19,68.7,51+,89.8,9,84.3,11=,,,83.5
=17,18,The University of Arizona,United States of America,82.8,28,71.7,51+,87.6,15=,86.9,7=,,,82.6
=17,23,University of Chicago,United States of America,85.9,17,74.8,51+,80.3,51+,69.9,51+,,,82.6
19,=26,Aarhus University,Denmark,83.0,26=,78.6,46,89.0,10=,76.2,51+,,,82.5
20,17,Christian-Albrechts-University zu Kiel,Germany,84.2,20,63.8,51+,89.0,10=,81.3,24=,,,82.4
21,20,Yale University,United States of America,83.4,24=,85.9,17,82.3,51+,69.9,51+,,,82.2
