2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
1,2,King's College London,United Kingdom,96.1,3,90.4,10,93.1,11,98.9,2,,,95.5
2,1,University of Pennsylvania,United States of America,100.0,1,86.4,18,85.7,51+,100.0,1,,,94.4
3,3,Johns Hopkins University,United States of America,91.0,4,94.2,5,83.7,51+,96.1,4,,,90.7
4,5,University of Toronto,Canada,81.8,19,96.2,3,88.4,43,98.4,3,,,90.2
5,8,The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",86.0,10,79.7,37=,96.3,4,89.4,30=,,,89.5
6,4,University of Washington,United States of America,96.6,2,64.5,51+,84.5,51+,93.9,9=,,,89.0
7,=14,Duke University,United States of America,90.9,5,89.2,13,83.9,51+,91.9,15=,,,88.9
8,20,National University of Singapore (NUS),Singapore,80.1,21=,100.0,1,89.1,32=,92.9,12=,,,88.6
9,10,"University of North Carolina, Chapel Hill",United States of America,82.7,17=,80.2,34=,88.1,51+,95.1,6=,,,87.8
10,6,The University of Manchester,United Kingdom,85.4,12,83.9,22,88.9,35,89.0,32=,,,87.4
11,=11,Columbia University,United States of America,85.3,13=,82.7,26,86.6,51+,91.5,19,,,87.3
12,9,Yale University,United States of America,83.5,15,97.5,2,85.4,51+,88.6,35=,,,87.0
13,=11,University of Southampton,United Kingdom,83.4,16,58.3,51+,96.0,5,90.5,25=,,,86.8
14,7,University of Alberta,Canada,80.4,20,74.0,51+,88.6,38,94.2,8,,,86.4
15,=22,New York University (NYU),United States of America,87.2,6,80.1,36,83.5,51+,90.1,27=,,,86.3
=16,31,The Hong Kong Polytechnic University,"Hong Kong SAR, China",87.0,7,72.3,51+,90.0,24=,84.6,51+,,,85.7
=16,13,University of British Columbia,Canada,77.6,31,91.5,7,85.5,51+,91.9,15=,,,85.7
=18,17,"University of California, San Francisco (UCSF)",United States of America,86.4,9,59.3,51+,85.1,51+,93.9,9=,,,85.6
=18,16,University of Michigan-Ann Arbor,United States of America,82.7,17=,75.6,51+,85.3,51+,92.2,14,,,85.6
=20,=14,The University of Sydney,Australia,73.8,50,90.0,11,85.0,51+,95.1,6=,,,85.2
=20,26,"Trinity College Dublin, The University of Dublin",Ireland,86.6,8,78.2,44,88.5,39=,82.8,51+,,,85.2
22,=22,Emory University,United States of America,85.8,11,71.4,51+,83.3,51+,90.5,25=,,,85.0
23,19,Karolinska Institute,Sweden,79.2,26,68.4,51+,87.8,51+,93.2,11,,,84.9
24,21,Monash University,Australia,72.7,51+,83.0,25,86.2,51+,95.7,5,,,84.7
25,27,The University of Melbourne,Australia,73.7,51+,87.2,16,85.8,51+,92.9,12=,,,84.4
26,24,University of Technology Sydney,Australia,79.3,24=,73.3,51+,89.1,32=,88.3,37=,,,84.3
=27,25,Taipei Medical University (TMU),Taiwan,77.7,30,89.8,12,88.5,39=,83.7,51+,,,84.0
