2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
1,1,Massachusetts Institute of Technology (MIT),United States of America,100.0,1,98.7,2,91.1,13=,80.7,51+,,,95.4
2,5,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,93.1,7,98.6,3,88.9,42=,88.5,21=,,,93.4
=3,4,National University of Singapore (NUS),Singapore,88.3,16,100.0,1,92.3,5,90.6,14,,,92.8
=3,2,"University of California, Berkeley (UCB)",United States of America,98.5,2,89.5,10,91.0,17=,86.2,32=,,,92.8
5,6,Tsinghua University,China (Mainland),91.8,9,91.8,9,89.8,29,97.8,2,,,92.4
6,3,Delft University of Technology,Netherlands,97.5,3,88.4,13,85.8,51+,88.5,21=,,,91.7
7,10,Stanford University,United States of America,95.3,4,95.4,6,87.8,51+,73.5,51+,,,90.9
8,8,University of Cambridge,United Kingdom,93.4,6,96.0,4,85.7,51+,78.2,51+,,,90.7
9,9,"Nanyang Technological University, Singapore (NTU)",Singapore,85.8,20,94.9,7,93.2,3,89.7,19,,,90.2
10,11,EPFL,Switzerland,89.1,14,94.7,8,88.6,47,84.3,44=,,,90.0
11,7,Imperial College London,United Kingdom,92.8,8,87.5,14,90.4,22=,86.7,30,,,89.9
12,13,University of Oxford,United Kingdom,86.5,19,95.8,5,89.4,35=,75.2,51+,,,88.0
=13,12,Politecnico di Milano,Italy,89.2,13,86.1,19=,79.9,51+,87.3,27=,,,86.6
=13,20,The University of Hong Kong,"Hong Kong SAR, China",83.9,24,86.8,18,91.1,13=,89.2,20,,,86.6
15,21,The University of Tokyo,Japan,91.1,10=,87.1,16,80.9,51+,76.8,51+,,,86.2
16,32,Shanghai Jiao Tong University,China (Mainland),81.6,32=,86.9,17,89.4,35=,91.2,11,,,85.8
17,14,The Hong Kong Polytechnic University,"Hong Kong SAR, China",88.8,15,72.7,51+,91.0,17=,97.1,4,,,85.5
18,15,University of Illinois at Urbana-Champaign,United States of America,93.6,5,76.0,51+,81.9,51+,80.3,51+,,,84.6
19,27,The Hong Kong University of Science and Technology,"Hong Kong SAR, China",85.0,22,82.0,30=,89.9,28,82.6,51+,,,84.5
20,16,Tongji University,China (Mainland),91.1,10=,67.1,51+,84.8,51+,100.0,1,,,84.3
=21,=23,"University of California, Los Angeles (UCLA)",United States of America,82.8,27,85.7,21,88.8,44=,77.1,51+,,,83.7
=21,=17,University of Texas at Austin,United States of America,90.5,12,77.5,51+,84.3,51+,77.1,51+,,,83.7
=21,=44,Zhejiang University,China (Mainland),83.2,25,80.5,35,83.9,51+,91.0,12,,,83.7
24,=17,The University of New South Wales (UNSW Sydney),Australia,81.5,34,79.6,42=,89.6,32,90.1,15=,,,83.4
=25,22,Georgia Institute of Technology,United States of America,88.0,17,76.0,51+,86.0,51+,79.0,51+,,,82.8
=25,30,University of British Columbia,Canada,82.2,30,79.9,39,88.2,51+,84.9,39=,,,82.8
27,28,University of Toronto,Canada,81.3,35,83.4,25=,85.7,51+,82.2,51+,,,82.7
28,=23,The University of Sydney,Australia,82.6,28,78.2,49=,88.8,44=,84.6,43,,,82.5
29,51-100,Seoul National University,Republic of Korea,82.4,29,83.4,25=,79.5,51+,78.6,51+,,,81.7
30,31,University of Michigan-Ann Arbor,United States of America,83.1,26,73.2,51+,91.9,6=,84.3,44=,,,81.6
=31,=17,Purdue University,United States of America,86.8,18,72.4,51+,84.5,51+,82.6,51+,,,81.5
=31,25,The University of Melbourne,Australia,78.4,46=,80.4,36=,89.3,37,84.3,44=,,,81.5
33,=35,UCL,United Kingdom,81.2,36,76.4,51+,87.7,51+,84.0,47=,,,81.2
34,51-100,KAIST - Korea Advanced Institute of Science & Technology,Republic of Korea,81.6,32=,82.8,27=,84.8,51+,71.2,51+,,,80.9
35,=44,Technical University of Denmark,Denmark,81.0,37,76.2,51+,87.3,51+,81.0,51+,,,80.5
36,=40,Technical University of Munich,Germany,80.6,40,79.0,45,83.4,51+,76.8,51+,,,80.0
=37,=35,California Institute of Technology (Caltech),United States of America,85.1,21,88.5,12,68.0,51+,59.8,51+,,,79.8
=37,51-100,Harbin Institute of Technology,China (Mainland),80.1,42,68.8,51+,86.4,51+,94.1,7,,,79.8
=39,51-100,Kyoto University,Japan,84.5,23,78.8,47,74.4,51+,73.9,51+,,,79.7
=39,33,Politecnico di Torino,Italy,78.0,51+,79.6,42=,82.1,51+,82.2,51+,,,79.7
41,51-100,Columbia University,United States of America,78.3,48=,79.7,41,88.4,48=,72.6,51+,,,79.4
42,34,Monash University,Australia,75.4,51+,75.1,51+,90.2,25,86.5,31,,,79.2
43,=49,KTH Royal Institute of Technology,Sweden,75.6,51+,79.2,44,86.7,51+,80.0,51+,,,79.0
44,51-100,Tokyo Institute of Technology (Tokyo Tech),Japan,79.2,45,80.1,38,78.4,51+,74.8,51+,,,78.7
